comment,title,topic,true_label,pred_label,prob_toxic
Học võ lại là người châu Âu vậy mà 67 tuổi trông như 90 tuổi. Nhưng vẻ ngoài không quan trọng. Quan trọng là bà ấy còn rất khoẻ.,Bà lão 67 tuổi tay không hạ gục gã hàng xóm,PhapLuat,0,1,0.5791797930064503
Nên áp dụng khung hình cao nhất với bọn này,Băng cướp 'xả mã tấu' uy hiếp nạn nhân,PhapLuat,0,1,0.7411667627973594
Mình thấy ông này rất kém...,Bartomeu: 'Tôi không thể để Messi ra đi',TheThao,1,0,0.38620337743386746
"Dù con chó nào nhìn đẹp nhìn sạch đến đâu cũng k dám lại gần. Thấy chó con mà chạy theo liếm chân là sợ hãi hùng luôn. Bản chất chó là loài hung dữ, nên trước sau gì cũng lộ thói hung dữ ra thôi",Bé trai hai tuổi bị chó becgie cắn nát mặt,SucKhoe,0,1,0.694322089540877
"Thế là hèn ! To con hơn , có công cụ hỗ trợ mà không bắt được cậu bé 14 tuổi !",Cảnh sát mất việc vì đấm cậu bé 14 tuổi,TheGioi,1,0,0.4390640493454684
Các mẹ đơn thân có con gái tốt nhất không nên đi bước nữa. Yêu thì yêu xong rồi ai về nhà nấy.,28 năm tù với kẻ hiếp dâm hai con gái của người tình,PhapLuat,0,1,0.5514683513148656
"Electra thiết kế tối giản nhưng vô cùng đẹp đẽ và mạnh mẽ.Thay cho nhà Toy, Alphard thiết kế cho người ngoài hành tinh ",Buick Electra concept - xe điện hạng sang tương lai,OtoXemay,1,0,0.39051962788605743
""" Gặp Liverpool, chúng tôi đã đốt quá nhiều sức ""Công nhận hwa các cầu thủ ARS khi hàng hv có bóng thì cuống cuồng chuyền, sợ cầm lâu 1s làm mất bóng, và khi k có bóng thì hàng công đuổi theo bóng trong vô vọng mà cảm thấy thương :VTốn sức quá.",Arteta: 'Liverpool đã đạt đẳng cấp cao nhất',TheThao,0,1,0.5533359838734245
"Hèn gì gần cả chục năm nay kg thấy chú hát hò, bắn rap .Thì ra là bận làm kinh tế.",Akon dựng 'Wakanda' phiên bản đời thực,GiaiTri,0,1,0.9436936572139197
"Quan trọng là quản lý như thế nào để phụ huynh không đi cửa hậu để con có học bạ đẹp như mơ. Đề nghị nên ra đề thi hoặc kiểm tra ra chéo cho các trường thì họa may có sự công bằng cho các cháu, ví dụ như giáo viên trường A ra đề cho trường B rồi trường B ra đề cho trường C cứ ra xoay vòng không trùng lặp trường nào hết thì các cháu không còn phải tâp trung vô các cô trong lớp để học thêm rồi biết đề hoặc biết nội dung sẻ kiểm tra trước các bạn không đi học thêm.",Bỏ bài kiểm tra một tiết với học sinh THCS và THPT,GiaoDuc,0,1,0.5120277875296303
"Thật ra thì có kẻ đã gọi điện kích động nạn nhân và mai phục sẵn khi biết chắc nạn nhân sẽ xuống nhà. Nạn nhân chết bởi cú đánh lún sọ lúc đầu tiên. Đâm chém sau này chỉ là muốn chắc chắn đã chết. Người cùng làng, ăn nhận cùng chỗ nên quá chủ quan mà chết. Âu cũng là số phận.",Án mạng từ cơn ghen của người đàn ông,PhapLuat,0,1,0.5189379453657769
Bale là cầu thủ giỏi nhưng tính tình kỳ quặc và hay chấn thương! Nên chỉ dừng mức tạm của Real! 1 thương vụ ko tốt chỉ tốt hơn Hảzard,Barnett: 'Real nên hôn lên sàn nhà nơi Bale đi qua',TheThao,0,1,0.5702188580714681
các thánh cuồng Trump vào biện hộ cái đi nào :),Hình tượng Mỹ sụp đổ trong lòng người dân thế giới,TheGioi,1,0,0.0
"Mấy người đạp xe như vầy quá thiếu ý thức , ỷ đi đông thì muốn chạy sao thì chạy ah !!",Cả trăm người đạp xe thể dục bịt kín đường,OtoXemay,1,0,0.06666303773687514
"Đình chỉ học có khi còn thích . Theo tôi vẫn cho đi học bình thường , buổi còn lại bắt đi lao động công ích.tái phạm thời gian lao động nhiều hơn.",Ba nữ sinh bị đình chỉ học vì đánh nhau,GiaoDuc,0,1,0.504580531253675
người trẻ còn sức khoẻ k lo làm ăn đi ăn trộm của bà già sức yếu mưu sinh từng ngày,Bé trai lấy túi tiền của bà bán tạp hóa,PhapLuat,0,1,0.9596073861828402
"k biết nó anh hùng cỡ nào, nhưng thấy mặt chuột là k có cảm tình",Chuột dò mìn được trao huân chương dũng cảm,TheGioi,1,0,0.2692529891819918
"Các cháu đã học cả ngày, đề nghị bộ không ép các cháu học thêm buổi tối để các cháu đc nghỉ ngơi. Với thời của tôi chỉ học nửa buổi mà bây giờ các cháu đã học cả ngày như vậy là đã gấp đôi thời lượng, chương trình thì nặng, vậy thời gian đâu để các cháu đc vui chơi theo đúng tuổi thơ của mình.",Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc,0,1,0.5753353864174475
"Bạn thử tìm hiểu Ciaz 2020 mới ra mắt xem sao. Mình đang đi bản 2019, xăng 5,4 lít hỗn hợp.",500 triệu mua xe gì tiết kiệm xăng?,OtoXemay,0,1,0.6048475339686997
biệt thự nhà riêng to đùng thế kia mà chủ (hay khách) phải đỗ xe ở ngoài thế kia thì xem ra kiến trúc sư của ông này quá tệ ...,Đại gia xăng dầu vừa bị bắt đứng sau hàng chục doanh nghiệp,KinhDoanh,1,0,0.2279647848769821
Tôi thấy hay đó chứ.,Cựu đặc vụ CIA 'xấu hổ' với cuộc tranh luận Trump - Biden,TheGioi,0,1,0.9612522187332272
