comment,title,topic,true_label,pred_label,prob_toxic
"Đọc bài mà tức run với bọn này, đề nghị phạt thật nặng để làm gương cho kẻ khác.",Ba người ăn trộm nửa tấn chó trong một đêm,PhapLuat,0,1,0.7500480160034715
"Cải cách giáo dục, dạy bơi mẫu giáo là thiết yếu",5 trẻ chết đuối dưới ao,ThoiSu,0,1,0.703759486706034
Nhất quỷ nhì ma thứ ba là các cháu . May mắn là không làm sao bài học nhớ đời nhé !,11 học sinh bị ong đốt nhập viện,SucKhoe,0,1,0.7144181277081714
"Tôi không đồng ý với bản án này,quá nhẹ.",Thanh niên 16 tuổi lái ôtô tông chết hai người,PhapLuat,0,1,0.7420671062322892
Học võ lại là người châu Âu vậy mà 67 tuổi trông như 90 tuổi. Nhưng vẻ ngoài không quan trọng. Quan trọng là bà ấy còn rất khoẻ.,Bà lão 67 tuổi tay không hạ gục gã hàng xóm,PhapLuat,0,1,0.530657642955819
Nên áp dụng khung hình cao nhất với bọn này,Băng cướp 'xả mã tấu' uy hiếp nạn nhân,PhapLuat,0,1,0.5495045285819413
"Thẳng thắn là khi đưa ra ý kiến mang tính xây dựng một cách không e dè. Còn Trump chẳng đưa ra ý kiến gì, chỉ toàn những lời miệt thị cá nhân. Đó là thô lỗ chứ không phải thẳng thắn.",Đòn 'ăn miếng trả miếng' Trump - Biden trên sàn đấu tranh luận,TheGioi,0,1,0.5452768830008508
"các doanh nghiệp quốc tế hay báo lỗ hay lợi nhuận âm, vậy mà vẫn làm ăn, không lạ sao? ","Chuỗi gà rán KFC, Lotteria, Jollibee kinh doanh ra sao",KinhDoanh,0,1,0.5217782370634652
"Thực tế mà nói, không có cách nào có thể quản lý học sinh sử dụng điện thoại đúng mục đích cả. Một lớp 40-50 người, thử hỏi được bao nhiêu học sinh cầm điện thoại tra cứu, bao nhiêu dùng để lên mạng chơi. Sau khi dùng xong, giáo viên có khả năng kiểm tra lại hết toàn bộ học sinh xem ai là người chịu tra tài liệu không. Kiến thức giảng dạy một môn trung bình 45 phút (gồm cả thời gian kiểm tra miệng hoặc 15 phút đầu giờ, thời gian ghi chép bài vở), thì học sinh còn được bao nhiêu phút để học mà còn phải bỏ thời gian tra cứu thêm kiến thức ngoài. Công việc này lễ ra giáo viên phải yêu cầu làm ở nhà thông qua việc cho sẵn câu hỏi hoặc đề tài trước khi đến lớp. Ý kiến của tôi là: với bậc THPT, nên giảm việc ghi chép bài vở lại, thay bằng tài liệu photo sẵn. Những kiến thức nào quan trọng cần ghi chép thì mới ghi chép. Giống với đại học. Nói thật 45 phút, giáo viên đọc, học sinh viết thì còn giảng được cái gì nữa. Nói gì hiểu bài.",Chỉ nên cho học sinh THPT dùng điện thoại trong giờ học,GiaoDuc,0,1,0.5269153820067406
"Thế là hèn ! To con hơn , có công cụ hỗ trợ mà không bắt được cậu bé 14 tuổi !",Cảnh sát mất việc vì đấm cậu bé 14 tuổi,TheGioi,1,0,0.28549184417784
"Bảo Thanh béo ra nhiều quá,riêng anh Trung Anh và Hoàng Thuỳ Linh giữ phong độ rất ổn định","Bảo Thanh, Phương Oanh khoe sắc trên thảm đỏ",GiaiTri,1,0,0.2668542200817694
"Electra thiết kế tối giản nhưng vô cùng đẹp đẽ và mạnh mẽ.Thay cho nhà Toy, Alphard thiết kế cho người ngoài hành tinh ",Buick Electra concept - xe điện hạng sang tương lai,OtoXemay,1,0,0.3615883630854299
Vào lớp 1 để học chử hay học chử xong mới vào lớp 1 ??? Phụ huynh và nhà trườngcần đánh giá lại điều này !,Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc,0,1,0.5510580172237958
"Hèn gì gần cả chục năm nay kg thấy chú hát hò, bắn rap .Thì ra là bận làm kinh tế.",Akon dựng 'Wakanda' phiên bản đời thực,GiaiTri,0,1,0.5255034350331836
Tóm lại là nhạt.,Đạo diễn phim Ròm: 'Tôi sợ lời tung hô',GiaiTri,1,0,0.46779050060886096
"Quan trọng là quản lý như thế nào để phụ huynh không đi cửa hậu để con có học bạ đẹp như mơ. Đề nghị nên ra đề thi hoặc kiểm tra ra chéo cho các trường thì họa may có sự công bằng cho các cháu, ví dụ như giáo viên trường A ra đề cho trường B rồi trường B ra đề cho trường C cứ ra xoay vòng không trùng lặp trường nào hết thì các cháu không còn phải tâp trung vô các cô trong lớp để học thêm rồi biết đề hoặc biết nội dung sẻ kiểm tra trước các bạn không đi học thêm.",Bỏ bài kiểm tra một tiết với học sinh THCS và THPT,GiaoDuc,0,1,0.636150797337801
"Con tui sau này muốn học sao học, đúp lại cũng được, tui vẫn cho bé ăn ngủ chơi đầy đủ. Một khi thể chất tốt thì làm gì cũng được, còn không thì bỏ đi, thất bại toàn tập.",Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc,0,1,0.6245092890343037
"Thật ra thì có kẻ đã gọi điện kích động nạn nhân và mai phục sẵn khi biết chắc nạn nhân sẽ xuống nhà. Nạn nhân chết bởi cú đánh lún sọ lúc đầu tiên. Đâm chém sau này chỉ là muốn chắc chắn đã chết. Người cùng làng, ăn nhận cùng chỗ nên quá chủ quan mà chết. Âu cũng là số phận.",Án mạng từ cơn ghen của người đàn ông,PhapLuat,0,1,0.6886663537267199
các thánh cuồng Trump vào biện hộ cái đi nào :),Hình tượng Mỹ sụp đổ trong lòng người dân thế giới,TheGioi,1,0,0.2645712714903082
"Cần xem lại các quy định pháp luật trong việc xử lý các bố mẹ có hành vi bạo hành trẻ như thế. Với lý lịch phức tạp của người bố như thế, đáng ra ngay từ khi phát hiện con thường xuyên bị đánh là đã phải có biện pháp các ly con khỏi bố chứ không chỉ đơn giản là mời lên ký cam kết rồi về.",Bé trai 4 năm sống trong đòn roi của bố,PhapLuat,0,1,0.5782703556131681
Này là quá nhẹ so với tài xế contaner,Thanh niên 16 tuổi lái ôtô tông chết hai người,PhapLuat,0,1,0.5764467758659118
quá 2tr. đủ truy tố,Ba người ăn trộm nửa tấn chó trong một đêm,PhapLuat,0,1,0.5410712845148496
người trẻ còn sức khoẻ k lo làm ăn đi ăn trộm của bà già sức yếu mưu sinh từng ngày,Bé trai lấy túi tiền của bà bán tạp hóa,PhapLuat,0,1,0.5460235152705988
"Ý của Cules: Ông Lê Văn này lại ăn ké nữa rồi. Ghi bàn ầm ầm từ vòng bảng, ko....vậy mà đến CK không ghi bàn là không tính đâu. Chỉ tính là ăn ké cup thôi.Lê Văn: Ô ăn ké vẫn hơn ăn bám. Không như ai kia chỉ biết vòng bảng, còn ko thì đếm cỏ.",Bayern đoạt Siêu Cup châu Âu,TheThao,0,1,0.6848289046670848
"k biết nó anh hùng cỡ nào, nhưng thấy mặt chuột là k có cảm tình",Chuột dò mìn được trao huân chương dũng cảm,TheGioi,1,0,0.36469842197748314
"Các cháu đã học cả ngày, đề nghị bộ không ép các cháu học thêm buổi tối để các cháu đc nghỉ ngơi. Với thời của tôi chỉ học nửa buổi mà bây giờ các cháu đã học cả ngày như vậy là đã gấp đôi thời lượng, chương trình thì nặng, vậy thời gian đâu để các cháu đc vui chơi theo đúng tuổi thơ của mình.",Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc,0,1,0.7568786987761362
còn chờ gì nữa mà không trao cho họ?!,Biệt đội áo trắng' Cuba được đề cử Nobel Hòa bình,TheGioi,0,1,0.5334828437288281
biệt thự nhà riêng to đùng thế kia mà chủ (hay khách) phải đỗ xe ở ngoài thế kia thì xem ra kiến trúc sư của ông này quá tệ ...,Đại gia xăng dầu vừa bị bắt đứng sau hàng chục doanh nghiệp,KinhDoanh,1,0,0.41420599626970817
"Bánh trung thu sao lại phải có quả trứng muối bên trong nhỉ. trẻ con giờ cũng không thích ăn bánh nữa. người lớn thì lại càng không (đa số). vậy nên hãy để cho một vài năm ko có bánh trung thu, rồi quay lại sau đi, khi đó mới thêm trân quý truyền thống lâu đời",Bánh trung thu đua nhau phục vụ 'ăn bằng mắt',KinhDoanh,0,1,0.5100418787175154
"Cấp 1 nói chung và lớp 1 nói riêng theo tôi có gì mà phải năm nào cũng cải cách.Mục tiêu của gd tiểu học là cho các con được làm quen môi trường học tập,kiến thức cơ bản và quan trọng nhất là phải tạo cho các con niềm hứng thú trong học tập chứ không phải nhồi nhét,biết đọc biết viết sớm để làm gì?Lại nhớ tuổi thơ của mình sáng học,chiều chơi mà có mù chữ đâu!",Đánh giá chương trình lớp 1 nặng là chưa xác đáng',GiaoDuc,0,1,0.6983608633983291
